,case:id,case:concept:name,concept:name,Variant,time:timestamp,Question,Report,Year,Category,Type,Tupla,Organization
241,A35 P1-P2 BPI 2020,A35 P1-P2 BPI 2020,Represent histograms,Represent histograms of attributes,2022-03-21 20:24:15.966942,P1-P2,A35,2020,Professional,Representation,A352020,-
242,A35 P1-P2 BPI 2020,A35 P1-P2 BPI 2020,Represent bar charts,Represent bar charts of traces,2022-03-21 21:24:15.966942,P1-P2,A35,2020,Professional,Representation,A352020,-
243,A35 P1-P2 BPI 2020,A35 P1-P2 BPI 2020,Represent histograms,Represent histograms of cycle time,2022-03-21 22:24:15.966942,P1-P2,A35,2020,Professional,Representation,A352020,-
244,A35 P1-P2 BPI 2020,A35 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-03-21 23:24:15.966942,P1-P2,A35,2020,Professional,Manipulation,A352020,-
245,A35 P1-P2 BPI 2020,A35 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-22 00:24:15.966942,P1-P2,A35,2020,Professional,Analyze Time,A352020,-
246,A37 P1-P2 BPI 2020,A37 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2022-03-22 01:24:15.966942,P1-P2,A37,2020,Professional,Analyze Time,A372020,Sberbank
247,A37 P1-P2 BPI 2020,A37 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-03-22 02:24:15.966942,P1-P2,A37,2020,Professional,Analyze Time,A372020,Sberbank
248,A37 P1-P2 BPI 2020,A37 P1-P2 BPI 2020,Calculate number of elements,Calculate number of traces,2022-03-22 03:24:15.966942,P1-P2,A37,2020,Professional,Calculate statistics,A372020,Sberbank
249,A37 P1-P2 BPI 2020,A37 P1-P2 BPI 2020,Calculate number of elements,Calculate number of events,2022-03-22 04:24:15.966942,P1-P2,A37,2020,Professional,Calculate statistics,A372020,Sberbank
250,A37 P1-P2 BPI 2020,A37 P1-P2 BPI 2020,Calculate number of elements,Calculate number of variants,2022-03-22 05:24:15.966942,P1-P2,A37,2020,Professional,Calculate statistics,A372020,Sberbank
251,A37 P1-P2 BPI 2020,A37 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-03-22 06:24:15.966942,P1-P2,A37,2020,Professional,Analyze Time,A372020,Sberbank
252,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-03-22 07:24:15.966942,P1,A1,2017,Student,Analyze Time,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
253,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2022-03-22 08:24:15.966942,P1,A1,2017,Student,Analyze Time,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
254,A1 P1 BPI 2017,A1 P1 BPI 2017,Filter events,Filter events by attributes,2022-03-22 09:24:15.966942,P1,A1,2017,Student,Manipulation,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
255,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2022-03-22 10:24:15.966942,P1,A1,2017,Student,Analyze Time,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
256,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2022-03-22 11:24:15.966942,P1,A1,2017,Student,Calculate statistics,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
257,A1 P1 BPI 2017,A1 P1 BPI 2017,Filter events,Filter events by activities,2022-03-22 12:24:15.966942,P1,A1,2017,Student,Manipulation,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
258,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2022-03-22 13:24:15.966942,P1,A1,2017,Student,Analyze Time,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
259,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2022-03-22 14:24:15.966942,P1,A1,2017,Student,Calculate statistics,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
260,A1 P1 BPI 2017,A1 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2022-03-22 15:24:15.966942,P1,A1,2017,Student,Representation,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
261,A1 P1 BPI 2017,A1 P1 BPI 2017,Find bottlenecks,Find sub-processes as bottlenecks applying temporal performance criteria,2022-03-22 16:24:15.966942,P1,A1,2017,Student,Analyze Time,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
262,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-03-22 17:24:15.966942,P1,A1,2017,Student,Calculate statistics,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
263,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-03-22 18:24:15.966942,P1,A1,2017,Student,Analyze Time,A12017,"University of Liechtenstein
Vienna University of Economics and Business"
264,A2 P1 BPI 2017,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2022-03-22 19:24:15.966942,P1,A2,2017,Student,Manipulation,A22017,"POSTECH
"
265,A2 P1 BPI 2017,A2 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-22 20:24:15.966942,P1,A2,2017,Student,Analyze Time,A22017,"POSTECH
"
266,A2 P1 BPI 2017,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2022-03-22 21:24:15.966942,P1,A2,2017,Student,Manipulation,A22017,"POSTECH
"
267,A2 P1 BPI 2017,A2 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-22 22:24:15.966942,P1,A2,2017,Student,Analyze Time,A22017,"POSTECH
"
268,A5 P1 BPI 2017,A5 P1 BPI 2017,Filter events,Filter events by activities,2022-03-22 23:24:15.966942,P1,A5,2017,Student,Manipulation,A52017,POSTECH
269,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-03-23 00:24:15.966942,P1,A5,2017,Student,Analyze Time,A52017,POSTECH
270,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate processing time,Calculate processing time,2022-03-23 01:24:15.966942,P1,A5,2017,Student,Analyze Time,A52017,POSTECH
271,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-23 02:24:15.966942,P1,A5,2017,Student,Analyze Time,A52017,POSTECH
272,A5 P1 BPI 2017,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-03-23 03:24:15.966942,P1,A5,2017,Student,Representation,A52017,POSTECH
273,A5 P1 BPI 2017,A5 P1 BPI 2017,Filter events,Filter events by activities,2022-03-23 04:24:15.966942,P1,A5,2017,Student,Manipulation,A52017,POSTECH
274,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-03-23 05:24:15.966942,P1,A5,2017,Student,Analyze Time,A52017,POSTECH
275,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate processing time,Calculate processing time,2022-03-23 06:24:15.966942,P1,A5,2017,Student,Analyze Time,A52017,POSTECH
276,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-23 07:24:15.966942,P1,A5,2017,Student,Analyze Time,A52017,POSTECH
277,A5 P1 BPI 2017,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-03-23 08:24:15.966942,P1,A5,2017,Student,Representation,A52017,POSTECH
278,A6 P1 BPI 2017,A6 P1 BPI 2017,Discover process maps,Discover process maps,2022-03-23 09:24:15.966942,P1,A6,2017,Student,Others,A62017,Eindhoven University of Technology
279,A6 P1 BPI 2017,A6 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-03-23 10:24:15.966942,P1,A6,2017,Student,Representation,A62017,Eindhoven University of Technology
280,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-23 11:24:15.966942,P1,A6,2017,Student,Analyze Time,A62017,Eindhoven University of Technology
281,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2022-03-23 12:24:15.966942,P1,A6,2017,Student,Calculate statistics,A62017,Eindhoven University of Technology
282,A6 P1 BPI 2017,A6 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-03-23 13:24:15.966942,P1,A6,2017,Student,Analyze Time,A62017,Eindhoven University of Technology
283,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2022-03-23 14:24:15.966942,P1,A6,2017,Student,Calculate statistics,A62017,Eindhoven University of Technology
284,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-03-23 15:24:15.966942,P1,A6,2017,Student,Calculate statistics,A62017,Eindhoven University of Technology
285,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2022-03-23 16:24:15.966942,P1,A6,2017,Student,Analyze Time,A62017,Eindhoven University of Technology
286,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-23 17:24:15.966942,P1,A6,2017,Student,Analyze Time,A62017,Eindhoven University of Technology
287,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate processing time,Calculate processing time,2022-03-23 18:24:15.966942,P1,A6,2017,Student,Analyze Time,A62017,Eindhoven University of Technology
288,A6 P1 BPI 2017,A6 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2022-03-23 19:24:15.966942,P1,A6,2017,Student,Representation,A62017,Eindhoven University of Technology
289,A6 P1 BPI 2017,A6 P1 BPI 2017,Group traces,Group traces by cycle time,2022-03-23 20:24:15.966942,P1,A6,2017,Student,Manipulation,A62017,Eindhoven University of Technology
290,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-03-23 21:24:15.966942,P1,A6,2017,Student,Calculate statistics,A62017,Eindhoven University of Technology
291,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-03-23 22:24:15.966942,P1,A6,2017,Student,Calculate statistics,A62017,Eindhoven University of Technology
292,A6 P1 BPI 2017,A6 P1 BPI 2017,Filter traces,Filter traces by activities,2022-03-23 23:24:15.966942,P1,A6,2017,Student,Manipulation,A62017,Eindhoven University of Technology
293,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2022-03-24 00:24:15.966942,P1,A7,2017,Student,Calculate statistics,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
294,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-24 01:24:15.966942,P1,A7,2017,Student,Analyze Time,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
295,A7 P1 BPI 2017,A7 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-03-24 02:24:15.966942,P1,A7,2017,Student,Analyze Time,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
296,A7 P1 BPI 2017,A7 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2022-03-24 03:24:15.966942,P1,A7,2017,Student,Identification,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
297,A7 P1 BPI 2017,A7 P1 BPI 2017,Group traces,Group traces by waiting,2022-03-24 04:24:15.966942,P1,A7,2017,Student,Manipulation,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
298,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate percentages,Calculate percentage of events,2022-03-24 05:24:15.966942,P1,A7,2017,Student,Calculate statistics,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
299,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-24 06:24:15.966942,P1,A7,2017,Student,Analyze Time,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
300,A7 P1 BPI 2017,A7 P1 BPI 2017,Identify resources,Identify resources by activities,2022-03-24 07:24:15.966942,P1,A7,2017,Student,Identification,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
301,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate frequency,Calculate frequency of resources,2022-03-24 08:24:15.966942,P1,A7,2017,Student,Calculate statistics,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
302,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-24 09:24:15.966942,P1,A7,2017,Student,Analyze Time,A72017,"Depart of Industrial and Management Engineering, Pohang University of Science and Technology"
303,A8 P1 BPI 2017,A8 P1 BPI 2017,Filter traces,Filter traces by activities,2022-03-24 10:24:15.966942,P1,A8,2017,Student,Manipulation,A82017,Universidade Federal do Estado do Rio de Janeiro
304,A8 P1 BPI 2017,A8 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-24 11:24:15.966942,P1,A8,2017,Student,Analyze Time,A82017,Universidade Federal do Estado do Rio de Janeiro
305,A8 P1 BPI 2017,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2022-03-24 12:24:15.966942,P1,A8,2017,Student,Representation,A82017,Universidade Federal do Estado do Rio de Janeiro
306,A8 P1 BPI 2017,A8 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-24 13:24:15.966942,P1,A8,2017,Student,Analyze Time,A82017,Universidade Federal do Estado do Rio de Janeiro
307,A8 P1 BPI 2017,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2022-03-24 14:24:15.966942,P1,A8,2017,Student,Representation,A82017,Universidade Federal do Estado do Rio de Janeiro
308,A8 P1 BPI 2017,A8 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-24 15:24:15.966942,P1,A8,2017,Student,Analyze Time,A82017,Universidade Federal do Estado do Rio de Janeiro
309,A8 P1 BPI 2017,A8 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-03-24 16:24:15.966942,P1,A8,2017,Student,Analyze Time,A82017,Universidade Federal do Estado do Rio de Janeiro
310,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate processing time,Calculate processing time,2022-03-24 17:24:15.966942,P1,A9,2017,Student,Analyze Time,A92017,POSTECH
311,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-24 18:24:15.966942,P1,A9,2017,Student,Analyze Time,A92017,POSTECH
312,A9 P1 BPI 2017,A9 P1 BPI 2017,Compare waiting time with processing time,Compare waiting time with processing time,2022-03-24 19:24:15.966942,P1,A9,2017,Student,Analyze Time,A92017,POSTECH
313,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-24 20:24:15.966942,P1,A9,2017,Student,Analyze Time,A92017,POSTECH
314,A9 P1 BPI 2017,A9 P1 BPI 2017,Group activities,Group activities by role,2022-03-24 21:24:15.966942,P1,A9,2017,Student,Manipulation,A92017,POSTECH
315,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-24 22:24:15.966942,P1,A9,2017,Student,Analyze Time,A92017,POSTECH
316,A9 P1 BPI 2017,A9 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-03-24 23:24:15.966942,P1,A9,2017,Student,Analyze Time,A92017,POSTECH
317,A9 P1 BPI 2017,A9 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2022-03-25 00:24:15.966942,P1,A9,2017,Student,Representation,A92017,POSTECH
318,A9 P1 BPI 2017,A9 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2022-03-25 01:24:15.966942,P1,A9,2017,Student,Identification,A92017,POSTECH
319,A10 P1 BPI 2017,A10 P1 BPI 2017,Filter traces,Filter traces by attributes,2022-03-25 02:24:15.966942,P1,A10,2017,Student,Manipulation,A102017,POSTECH
320,A10 P1 BPI 2017,A10 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-03-25 03:24:15.966942,P1,A10,2017,Student,Representation,A102017,POSTECH
321,A10 P1 BPI 2017,A10 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2022-03-25 04:24:15.966942,P1,A10,2017,Student,Analyze Time,A102017,POSTECH
322,A10 P1 BPI 2017,A10 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-25 05:24:15.966942,P1,A10,2017,Student,Analyze Time,A102017,POSTECH
323,A10 P1 BPI 2017,A10 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-03-25 06:24:15.966942,P1,A10,2017,Student,Analyze Time,A102017,POSTECH
324,A10 P1 BPI 2017,A10 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2022-03-25 07:24:15.966942,P1,A10,2017,Student,Identification,A102017,POSTECH
325,A11 P1 BPI 2017,A11 P1 BPI 2017,Group traces,Group traces by activities,2022-03-25 08:24:15.966942,P1,A11,2017,Student,Manipulation,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
326,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate number of elements,Calculate number of events,2022-03-25 09:24:15.966942,P1,A11,2017,Student,Calculate statistics,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
327,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-03-25 10:24:15.966942,P1,A11,2017,Student,Calculate statistics,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
328,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2022-03-25 11:24:15.966942,P1,A11,2017,Student,Calculate statistics,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
329,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-03-25 12:24:15.966942,P1,A11,2017,Student,Analyze Time,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
330,A11 P1 BPI 2017,A11 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-03-25 13:24:15.966942,P1,A11,2017,Student,Representation,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
331,A11 P1 BPI 2017,A11 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-03-25 14:24:15.966942,P1,A11,2017,Student,Analyze Time,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
332,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-25 15:24:15.966942,P1,A11,2017,Student,Analyze Time,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
333,A11 P1 BPI 2017,A11 P1 BPI 2017,Filter traces,Filter traces by cycle time,2022-03-25 16:24:15.966942,P1,A11,2017,Student,Manipulation,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
334,A11 P1 BPI 2017,A11 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2022-03-25 17:24:15.966942,P1,A11,2017,Student,Representation,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
335,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-25 18:24:15.966942,P1,A11,2017,Student,Analyze Time,A112017," School of Engineering
Pontificia Universidad Católica de Chile"
336,A13 P1 BPI 2017,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2022-03-25 19:24:15.966942,P1,A13,2017,Student,Representation,A132017,National Research University Higher School of Economics
337,A13 P1 BPI 2017,A13 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2022-03-25 20:24:15.966942,P1,A13,2017,Student,Representation,A132017,National Research University Higher School of Economics
338,A13 P1 BPI 2017,A13 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-25 21:24:15.966942,P1,A13,2017,Student,Analyze Time,A132017,National Research University Higher School of Economics
339,A13 P1 BPI 2017,A13 P1 BPI 2017,Find bottlenecks,Find sub-processes as bottlenecks applying temporal performance criteria,2022-03-25 22:24:15.966942,P1,A13,2017,Student,Analyze Time,A132017,National Research University Higher School of Economics
340,A13 P1 BPI 2017,A13 P1 BPI 2017,Filter traces,Filter traces by activities,2022-03-25 23:24:15.966942,P1,A13,2017,Student,Manipulation,A132017,National Research University Higher School of Economics
341,A13 P1 BPI 2017,A13 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-03-26 00:24:15.966942,P1,A13,2017,Student,Calculate statistics,A132017,National Research University Higher School of Economics
342,A13 P1 BPI 2017,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2022-03-26 01:24:15.966942,P1,A13,2017,Student,Representation,A132017,National Research University Higher School of Economics
343,A14 P1 BPI 2017,A14 P1 BPI 2017,Preprocess the traces of the logs,Preprocess the traces of the logs,2022-03-26 02:24:15.966942,P1,A14,2017,Student,Manipulation,A142017,"School of Engineering
Pontificia Universidad Católica de Chile"
344,A14 P1 BPI 2017,A14 P1 BPI 2017,Group traces,Group traces by activities,2022-03-26 03:24:15.966942,P1,A14,2017,Student,Manipulation,A142017,"School of Engineering
Pontificia Universidad Católica de Chile"
345,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-03-26 04:24:15.966942,P1,A14,2017,Student,Calculate statistics,A142017,"School of Engineering
Pontificia Universidad Católica de Chile"
346,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-03-26 05:24:15.966942,P1,A14,2017,Student,Analyze Time,A142017,"School of Engineering
Pontificia Universidad Católica de Chile"
347,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2022-03-26 06:24:15.966942,P1,A14,2017,Student,Analyze Time,A142017,"School of Engineering
Pontificia Universidad Católica de Chile"
348,A14 P1 BPI 2017,A14 P1 BPI 2017,Find bottlenecks,Find sub-processes as bottlenecks applying temporal performance criteria,2022-03-26 07:24:15.966942,P1,A14,2017,Student,Analyze Time,A142017,"School of Engineering
Pontificia Universidad Católica de Chile"
349,A14 P1 BPI 2017,A14 P1 BPI 2017,Group traces,Group traces depending on attributes,2022-03-26 08:24:15.966942,P1,A14,2017,Student,Manipulation,A142017,"School of Engineering
Pontificia Universidad Católica de Chile"
350,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-03-26 09:24:15.966942,P1,A14,2017,Student,Calculate statistics,A142017,"School of Engineering
Pontificia Universidad Católica de Chile"
351,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2022-03-26 10:24:15.966942,P1,A14,2017,Student,Analyze Time,A142017,"School of Engineering
Pontificia Universidad Católica de Chile"
352,A15 P1 BPI 2017,A15 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-03-26 11:24:15.966942,P1,A15,2017,Professional,Representation,A152017,Exploras GmbH
353,A15 P1 BPI 2017,A15 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-03-26 12:24:15.966942,P1,A15,2017,Professional,Analyze Time,A152017,Exploras GmbH
354,A15 P1 BPI 2017,A15 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2022-03-26 13:24:15.966942,P1,A15,2017,Professional,Identification,A152017,Exploras GmbH
355,A15 P1 BPI 2017,A15 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2022-03-26 14:24:15.966942,P1,A15,2017,Professional,Representation,A152017,Exploras GmbH
356,A15 P1 BPI 2017,A15 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-03-26 15:24:15.966942,P1,A15,2017,Professional,Analyze Time,A152017,Exploras GmbH
357,A16 P1 BPI 2017,A16 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-03-26 16:24:15.966942,P1,A16,2017,Professional,Representation,A162017,metafinanz Informationssysteme GmbH
358,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-26 17:24:15.966942,P1,A16,2017,Professional,Analyze Time,A162017,metafinanz Informationssysteme GmbH
359,A16 P1 BPI 2017,A16 P1 BPI 2017,Group traces,Group traces by activities,2022-03-26 18:24:15.966942,P1,A16,2017,Professional,Manipulation,A162017,metafinanz Informationssysteme GmbH
360,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-03-26 19:24:15.966942,P1,A16,2017,Professional,Calculate statistics,A162017,metafinanz Informationssysteme GmbH
361,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-26 20:24:15.966942,P1,A16,2017,Professional,Analyze Time,A162017,metafinanz Informationssysteme GmbH
362,A16 P1 BPI 2017,A16 P1 BPI 2017,Group traces,Group traces by activities,2022-03-26 21:24:15.966942,P1,A16,2017,Professional,Manipulation,A162017,metafinanz Informationssysteme GmbH
363,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-03-26 22:24:15.966942,P1,A16,2017,Professional,Calculate statistics,A162017,metafinanz Informationssysteme GmbH
364,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2022-03-26 23:24:15.966942,P1,A16,2017,Professional,Analyze Time,A162017,metafinanz Informationssysteme GmbH
365,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-03-27 00:24:15.966942,P1,A17,2017,Professional,Analyze Time,A172017,The Shed - Manchester Metropolitan University
366,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2022-03-27 01:24:15.966942,P1,A17,2017,Professional,Analyze Time,A172017,The Shed - Manchester Metropolitan University
367,A17 P1 BPI 2017,A17 P1 BPI 2017,Filter traces,Filter traces by attributes,2022-03-27 02:24:15.966942,P1,A17,2017,Professional,Manipulation,A172017,The Shed - Manchester Metropolitan University
368,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2022-03-27 03:24:15.966942,P1,A17,2017,Professional,Analyze Time,A172017,The Shed - Manchester Metropolitan University
369,A17 P1 BPI 2017,A17 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-03-27 04:24:15.966942,P1,A17,2017,Professional,Representation,A172017,The Shed - Manchester Metropolitan University
370,A17 P1 BPI 2017,A17 P1 BPI 2017,Find bottlenecks,Find sub-processes as bottlenecks applying temporal performance criteria,2022-03-27 05:24:15.966942,P1,A17,2017,Professional,Analyze Time,A172017,The Shed - Manchester Metropolitan University
371,A17 P1 BPI 2017,A17 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2022-03-27 06:24:15.966942,P1,A17,2017,Professional,Identification,A172017,The Shed - Manchester Metropolitan University
372,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate processing time,Calculate processing time,2022-03-27 07:24:15.966942,P1,A17,2017,Professional,Analyze Time,A172017,The Shed - Manchester Metropolitan University
373,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-03-27 08:24:15.966942,P1,A17,2017,Professional,Analyze Time,A172017,The Shed - Manchester Metropolitan University
374,A17 P1 BPI 2017,A17 P1 BPI 2017,Compare waiting time with processing time,Compare waiting time with processing time,2022-03-27 09:24:15.966942,P1,A17,2017,Professional,Analyze Time,A172017,The Shed - Manchester Metropolitan University
